Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
Coronavirus PREDICT CoV-22,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-24,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-25,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-27,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-28,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-29,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-30,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-32,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-33,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-34,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-35,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-36,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-37,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-38,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-39,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-4,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-40,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-43,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-44,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-45,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-48,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-51,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-52,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-53,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-54,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-55,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-57,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-58,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-59,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-60,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-61,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-63,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-66,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-67,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-68,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-71,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT CoV-85,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT_CoV-49,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus PREDICT_CoV-50,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus Rabbit_CoV/La06_256/Ory_cun/ESP/2006,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus Rabbit_CoV/La09_24/Ory_cun/ESP/2009,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus Rabbit_CoV/La09_31/Ory_cun/ESP/2009,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus Rabbit_CoV/La09_32/Ory_cun/ESP/2009,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus Rabbit_CoV/La09_48/Ory_cun/ESP/2009,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/Bor473/Rat_rat/MYS/2012,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1055/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1087/Apo_fla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1182/Mic_agr/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1222/Mus_dom/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1226/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1228/Mus_dom/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1919/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1940/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1972/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1974/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1985/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1989/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_1993/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_2065/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_2066/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_2070/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_2089/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_590/Mic_arv/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_592/Mic_arv/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_974/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/D_RMU10_986/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS10_2636/Mic_arv/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS10_2743/Mic_arv/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS10_2810/Mic_arv/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS10_2864/Myo_glar/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS11_0514/Mic_arv/GER/2011,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/KS11_0997/Apo_agr/GER/2011,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/LEO/Rat_sik/CHN/2007,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/NL_69/Mic_arv/NED/2007,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/NSP32/Rha_pum/RSA/2008,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/NSP63/Rha_pum/RSA/2008,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/NSP65/Rha_pum/RSA/2008,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/RMU10_2010/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/RMU10_3052/Apo_fla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/RMU10_3147/Apo_fla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/RMU10_3212/Myo_gla/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/RMU10_620/Apo_agr/GER/2010,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/TP3_22/Ban_ind/THA/2005,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus RCoV/TP3_26/Rat_rat/THA/2005,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus red knot/p60/2006/GBR,,Coronaviridae,Nidovirales,Pisoniviricetes
Coronavirus SarBatCoV1,,Coronaviridae,Nidovirales,Pisoniviricetes
Corvid orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Corvus corone cornix 2002 orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Corvus monedula polyomavirus 1,Gammapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Cosavirus A,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus AFP-2012,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus B,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus D,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus E,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus F,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus IND/2010,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus JFD-2011,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cosavirus JMY-2014,Cosavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cotton-top tamarin adenovirus,,Adenoviridae,Rowavirales,Tectiliviricetes
Cowpox virus,Orthopoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Coxsackievirus,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Cracticus torquatus polyomavirus 1,Gammapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
CRESS virus sp.,,,,
Cressdnaviricota sp.,,,,
Cricetid gammaherpesvirus 2,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes
Cristoli virus,,,Bunyavirales,Ellioviricetes
Crocidura russula cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Crocodylidpoxvirus sp.,Crocodylidpoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Crocodyline herpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Crocodyline herpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Crocodyline herpesvirus 3,,Herpesviridae,Herpesvirales,Herviviricetes
Crohivirus A,Crohivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Crohivirus B,Crohivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Crotalus paramyxovirus,Ferlavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Crowned lemur adenovirus,,Adenoviridae,Rowavirales,Tectiliviricetes
Cucumber mosaic virus,Cucumovirus,Bromoviridae,Martellivirales,Alsuviricetes
Cucumber mosaic virus satellite RNA,,,,
Cuiaba sripuvirus,Sripuvirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Culex negev-like virus 3,,,,
Curvularia lunata partitivirus 1,,Partitiviridae,Durnavirales,Duplopiviricetes
Curvularia lunata partitivirus 2,,Partitiviridae,Durnavirales,Duplopiviricetes
Cyanistes caeruleus herpesvirus,,,Herpesvirales,Herviviricetes
Cyanoramphus nest associated circular K DNA virus,,,,
Cyanoramphus nest associated circular X DNA virus,,,,
Cyclovirus Chimp12,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus Chimp13,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus Chimp32,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus Chimp53,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus Chimp73,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken11,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken12,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken13,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken14,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken15,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken16,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken18,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken19,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken2,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken22,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken23,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken24,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken26,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken3,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken31,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken32,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken36,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken37,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken6,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken7,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken8,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_chicken9,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_cow12,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_cow2,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_cow23,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG_sheep50,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG15,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG22,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG23,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG6,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NG8,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus NI-204,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK10,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK14,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK15,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK16,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK2,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK2096,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK2178,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK2291,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK3,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK4,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK5016,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK5192,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK5727,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK6197,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PK6527,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKbeef22,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKbeef23,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKbeef24,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKbeef25,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat11,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat12,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat21,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat21/PAK/2009,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat22,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat23,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat24,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus PKgoat25,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus sp.,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN10,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN11,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN12,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN15,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN16,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN17,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN2,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN22,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN26,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN6,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN8,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus TN9,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cyclovirus ZM36a,Cyclovirus,Circoviridae,Cirlivirales,Arfiviricetes
Cygnet River virus,,Orthomyxoviridae,Articulavirales,Insthoviricetes
Cymbidium mosaic virus,Potexvirus,Alphaflexiviridae,Tymovirales,Alsuviricetes
Cynomolgus cytomegalovirus,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Cynomys herpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Cyprinid herpesvirus 3,Cyprinivirus,Alloherpesviridae,Herpesvirales,Herviviricetes
Cytomegalovirus Eptesicus fuscus/IT/USA/2009,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Cytomegalovirus Guenon/muscle/BM-002,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
d'Urville virus,,,,
Dabie bandavirus,Bandavirus,Phenuiviridae,Bunyavirales,Ellioviricetes
Dabieshan orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Dahonggou Creek virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Dakrong virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Dar es Salaam virus TZ-189,Phlebovirus,Phenuiviridae,Bunyavirales,Ellioviricetes
Dasyurid herpesvirus 3,,,Herpesvirales,Herviviricetes
Davis virus,,,,
Davola partiti-like virus,,Partitiviridae,Durnavirales,Duplopiviricetes
de Castilla virus,,,,
de Gerlache virus,,,,
de Kerguelen virus,,,,
de Lozier virus,,,,
de Nodal virus,,,,
Death adder adenovirus,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Deer atadenovirus A,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Deer faeces associated circular DNA virus 1,,,,
Deer malignant catarrhal fever virus,,Herpesviridae,Herpesvirales,Herviviricetes
Deer mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Delphinapterus leucas alphaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinid herpesvirus 10,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinid herpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinid herpesvirus 8,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinid herpesvirus 9,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinus delphis alphaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Delphinus delphis polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Deltaarterivirus hemfev,Deltaarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes
Deltaarterivirus pejah,Iotaarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes
Deltacoronavirus B04,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Deltacoronavirus B07,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Deltacoronavirus sp.,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Deltapapillomavirus 2,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus 3,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus 4,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus 5,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus 6,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus 7,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Deltapapillomavirus sp.,Deltapapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Dengue virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Dependoparvovirus sp.,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Dera Ghazi Khan orthonairovirus,Orthonairovirus,Nairoviridae,Bunyavirales,Ellioviricetes
Desmodus rotundus Adenovirus 1,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Desmodus rotundus Adenovirus 2,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Desmodus rotundus adenovirus POA/2012/N5.1,,Adenoviridae,Rowavirales,Tectiliviricetes
Desmodus rotundus betaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus circovirus 1,,Circoviridae,Cirlivirales,Arfiviricetes
Desmodus rotundus dependoparvovirus,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Desmodus rotundus endogenous retrovirus,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Desmodus rotundus gammaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus 3,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus A,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus B,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus gammaherpesvirus C,,Herpesviridae,Herpesvirales,Herviviricetes
Desmodus rotundus parvovirus,,Parvoviridae,Piccovirales,Quintoviricetes
Desmodus rotundus polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Dhati Welel mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Diaemus youngi gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Diaemus youngi gammaherpesvirus A,,Herpesviridae,Herpesvirales,Herviviricetes
Diphylla ecaudata betaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Diphylla ecaudata gammaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
"Dipodillus herpesvirus SVMS 065,081",,Herpesviridae,Herpesvirales,Herviviricetes
Dobrava-Belgrade orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Dobsonia moluccensis polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Dobsonia moluccensis polyomavirus 2,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Dobsonia moluccensis polyomavirus 3,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Dode virus,,Hantaviridae,Bunyavirales,Ellioviricetes
Dog astrovirus,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Dog feces bidnaparvovirus,,Parvoviridae,Piccovirales,Quintoviricetes
Dog torquevirus 15122,Thetatorquevirus,Anelloviridae,,
