Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
failed,betacoronavirus 1,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF424622,2007,4,18,NA,NA,NA
failed,blood python ranavirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,ranavirus,iridoviridae,pimascovirales,megaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KM516715,2014,12,23,2007,NA,NA
failed,bluetongue virus,NA,NA,NA,TRUE,failed,cervidae,artiodactyla,mammalia,NA,NA,orbivirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX267964,2017,8,24,2015,NA,NA
failed,carpet python nidovirus 1,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,NA,NA,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK722370,2020,5,13,2017,NA,NA
failed,deltapapillomavirus 4,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,deltapapillomavirus,papillomaviridae,zurhausenvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM446168,2011,12,30,2007,5,10
failed,deltapapillomavirus 7,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,deltapapillomavirus,papillomaviridae,zurhausenvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX954132,2016,12,6,2011,NA,NA
failed,epizootic hemorrhagic disease virus,NA,NA,NA,TRUE,failed,cervidae,artiodactyla,mammalia,NA,NA,orbivirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU014478,2010,9,30,2008,2,1
failed,influenza a virus,NA,NA,NA,TRUE,failed,estrildidae,passeriformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,CY036082,2008,11,12,2007,NA,NA
failed,kammavanpettai virus,NA,NA,NA,TRUE,failed,sturnidae,passeriformes,aves,NA,NA,orbivirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG770347,2018,12,3,1963,NA,NA
failed,lepilemur pegivirus,NA,NA,NA,TRUE,failed,lepilemuridae,primates,mammalia,NA,NA,pegivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH824551,2018,11,28,2013,NA,NA
failed,lonchura striata deltavirus,NA,NA,NA,TRUE,failed,estrildidae,passeriformes,aves,NA,NA,deltavirus,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC575944,2020,9,30,2020,7,30
failed,munia coronavirus hku13,NA,NA,NA,TRUE,failed,estrildidae,passeriformes,aves,NA,NA,deltacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ376622,2008,11,7,2007,4,NA
failed,pestivirus g,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,pestivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,U80907,1997,5,14,NA,NA,NA
failed,pestivirus sp.,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,pestivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,Y12171,1998,1,8,NA,NA,NA
failed,python nidovirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,NA,NA,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ935003,2014,8,3,2014,1,13
failed,reptilian ferlavirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,ferlavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK241848,2019,4,6,2001,NA,NA
failed,reptilian orthoreovirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,orthoreovirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF182340,2013,8,13,1987,NA,NA
failed,rinderpest morbillivirus,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,morbillivirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF186060,2007,1,16,1962,NA,NA
failed,rotavirus a,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU548032,2008,11,19,2007,1,24
failed,serpentovirinae sp.,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,NA,tobaniviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN117109,2019,11,2,NA,NA,NA
failed,sindbis virus,NA,NA,NA,TRUE,failed,giraffidae,artiodactyla,mammalia,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK114090,2020,11,12,2018,2,15
failed,snake nidovirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,NA,NA,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU215836,2016,10,23,2014,NA,NA
failed,snake paramyxovirus,NA,NA,NA,TRUE,failed,pythonidae,squamata,reptilia,NA,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ277612,2009,7,22,2001,NA,NA
failed,tula orthohantavirus,NA,NA,NA,TRUE,failed,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH660705,2018,12,3,2016,NA,NA
falco cherrug,influenza a virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU700506,2008,5,30,2007,NA,NA
falco columbarius,falcon aviadenovirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF675482,2007,7,30,NA,NA,NA
falco columbarius,fowl aviadenovirus d,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AM407391,2006,12,13,NA,NA,NA
falco columbarius,west nile virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ874443,2006,12,15,NA,NA,NA
falco fasciinucha,falcon aviadenovirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF675481,2007,7,30,NA,NA,NA
falco femoralis,aplomado falcon aav1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,dependoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY683559,2005,7,1,NA,NA,NA
falco femoralis,aplomado falcon aav2,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,dependoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY683560,2005,7,1,NA,NA,NA
falco femoralis,falcon aviadenovirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY685146,2005,6,3,NA,NA,NA
falco mexicanus,columbid alphaherpesvirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,mardivirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KJ668231,2014,6,24,NA,NA,NA
falco naumanni,avian orthoavulavirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH377315,2018,7,24,2012,NA,NA
falco naumanni,influenza a virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU220788,2009,11,30,2007,1,10
falco peregrinus,adeno-associated virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,dependoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY683557,2005,7,1,NA,NA,NA
falco peregrinus,avian orthoavulavirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU133356,2016,10,26,2009,NA,NA
falco peregrinus,avian orthoreovirus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthoreovirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG888060,2018,11,5,2015,NA,NA
falco peregrinus,avipoxvirus isolate hungary,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC017858,2013,2,20,2005,12,6
falco peregrinus,avipoxvirus okr-2014,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF955998,2014,3,17,2001,2,26
falco peregrinus,beak and feather disease virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX500102,2017,12,28,2015,NA,NA
falco peregrinus,columbid alphaherpesvirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,mardivirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX892992,2012,12,22,2012,NA,NA
falco peregrinus,falcon aviadenovirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF675480,2007,7,30,NA,NA,NA
falco peregrinus,influenza a virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF456781,2007,3,5,2006,2,18
falco punctatus,west nile virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ874446,2006,12,15,NA,NA,NA
falco rusticolus,falcon aviadenovirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF675478,2007,7,30,NA,NA,NA
falco rusticolus,fowlpox virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ180210,2009,11,30,NA,NA,NA
falco rusticolus,influenza a virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP307981,2015,2,11,2014,12,8
falco sparverius,west nile virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ775686,2009,10,10,2006,8,10
falco subbuteo,avian orthoavulavirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF650627,2013,12,15,2012,6,22
falco tinnunculus,avian orthoavulavirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF650620,2013,12,15,2012,2,28
falco tinnunculus,columbid alphaherpesvirus 1,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,mardivirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX893007,2012,12,22,2012,NA,NA
falco tinnunculus,harkavirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,harkavirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP230449,2015,4,20,2013,6,22
falco tinnunculus,influenza a virus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,CY036122,2008,11,12,2007,NA,NA
falco tinnunculus,kestrel picornavirus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY645499,2017,8,30,2014,6,NA
falco tinnunculus,orthohepevirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthohepevirus,hepeviridae,hepelivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU670940,2016,6,12,2014,6,NA
falco vespertinus,avipoxvirus isolate hungary,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC017859,2013,2,20,2007,NA,NA
falco vespertinus,falcon picornavirus,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY645497,2017,8,30,2014,6,NA
falco vespertinus,orthohepevirus a,NA,NA,NA,TRUE,falco,falconidae,falconiformes,aves,NA,NA,orthohepevirus,hepeviridae,hepelivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU670942,2016,6,12,2014,6,NA
falcunculus frontatus,aviadenovirus sp.,NA,NA,NA,TRUE,falcunculus,pachycephalidae,passeriformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN238651,2019,11,25,2019,2,10
falsistrellus mackenziei,falsistrellus mackenziei alphacoronavirus,NA,NA,NA,TRUE,falsistrellus,vespertilionidae,chiroptera,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN602066,2019,12,23,2017,NA,NA
fejervarya limnocharis,frog virus 3,NA,NA,NA,TRUE,fejervarya,dicroglossidae,anura,amphibia,NA,NA,ranavirus,iridoviridae,pimascovirales,megaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT512497,2020,6,8,2004,NA,NA
felis nigripes,carnivore protoparvovirus 1,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP033233,2015,11,1,2007,NA,NA
felis nigripes,rabies lyssavirus,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ392382,2009,12,31,2002,NA,NA
felis silvestris,carnivore protoparvovirus 1,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,U22187,1995,4,5,NA,NA,NA
felis silvestris,cowpox virus,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,orthopoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY549143,2017,5,21,2000,NA,NA
felis silvestris,feline parvovirus,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN683826,2020,8,26,2017,NA,NA
felis silvestris,rabies lyssavirus,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY330765,2004,1,30,NA,NA,NA
felis silvestris,torque teno felis virus,NA,NA,NA,TRUE,felis,felidae,carnivora,mammalia,NA,NA,etatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KM229764,2015,3,23,2010,NA,NA
ficedula mugimaki,picornavirales sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN918667,2020,5,6,2018,NA,NA
ficedula mugimaki,picornaviridae sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT138354,2020,6,3,2018,NA,NA
ficedula mugimaki,riboviria sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN933882,2020,5,6,2018,NA,NA
ficedula parva,aveparvovirus sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,aveparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT138286,2020,6,15,2018,NA,NA
ficedula parva,picornaviridae sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT138348,2020,6,3,2018,NA,NA
ficedula parva,totiviridae sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,totiviridae,ghabrivirales,chrymotiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN933866,2020,5,6,2018,NA,NA
ficedula zanthopygia,riboviria sp.,NA,NA,NA,TRUE,ficedula,muscicapidae,passeriformes,aves,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT138187,2020,6,15,2018,NA,NA
formicarius analis,cacipacore virus,NA,NA,NA,TRUE,formicarius,formicariidae,passeriformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF917536,2015,3,3,1977,NA,NA
forpus coelestis,beak and feather disease virus,NA,NA,NA,TRUE,forpus,psittacidae,psittaciformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ304748,2005,12,26,NA,NA,NA
forpus coelestis,siadenovirus idl19-3602,NA,NA,NA,TRUE,forpus,psittacidae,psittaciformes,aves,NA,NA,siadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK695679,2019,9,28,2019,2,NA
forpus xanthopterygius,psittacid alphaherpesvirus 1,NA,NA,NA,TRUE,forpus,psittacidae,psittaciformes,aves,NA,NA,iltovirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF338863,2011,3,27,2008,NA,NA
forsythia mandschurica,ligustrum virus a,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,carlavirus,betaflexiviridae,tymovirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN786957,2020,11,29,2018,5,22
forsythia suspensa,forsythia suspensa cress virus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MT067618,2020,3,25,2018,8,NA
forsythia suspensa,forsythia suspensa luteo-like virus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,NA,luteoviridae,tolivirales,tolucaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN814309,2020,5,31,NA,NA,NA
forsythia suspensa,forsythia suspensa noda-like virus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,NA,nodaviridae,nodamuvirales,magsaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN862355,2020,6,9,NA,NA,NA
forsythia suspensa,forsythia suspensa parvo-like virus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,NA,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN832444,2020,6,14,NA,NA,NA
forsythia suspensa,forsythia suspensa picorna-like virus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,NA,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN832458,2020,6,14,NA,NA,NA
forsythia suspensa,forsythia suspensa tombusvirus,NA,NA,NA,TRUE,forsythia,sciuridae,rodentia,mammalia,NA,NA,tombusvirus,tombusviridae,tolivirales,tolucaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN735450,2020,6,2,NA,NA,NA
