HostOriginal,Accession,HostFlagID,VirusOriginal,CollectionYear,CollectionMonth,CollectionDay,ReleaseYear,ReleaseMonth,ReleaseDay,Database,DatabaseVersion,DetectionMethod,Virus,VirusGenus,VirusFamily,VirusOrder,VirusNCBIResolved,VirusTaxID,VirusClass,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass
Rhinolophus thomasi,NA,TRUE,strain of SARS-related betacoronavirus Rp3/2004,2018,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,476589,TRUE,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2017,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus affinis,NA,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2016,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,59477,TRUE,Rhinolophus affinis,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,FALSE,strain of SARS-related betacoronavirus Rp3/2004,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694009,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285197,FALSE,strain of Bat coronavirus HKU5,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Pipistrellus bat coronavirus HKU5,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694008,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285199,FALSE,strain of Bat coronavirus HKU5,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Pipistrellus bat coronavirus HKU5,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694008,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus pipistrellus,KX285200,FALSE,strain of Bat coronavirus HKU5,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Pipistrellus bat coronavirus HKU5,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694008,Pisoniviricetes,59474,TRUE,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia
Macaca mulatta,NA,FALSE,PREDICT_CoV-49,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-49,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,NA,FALSE,PREDICT_CoV-49,2013,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-49,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Rhinolophus sinicus,KP963816,FALSE,PREDICT_PMV-44,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-44,NA,Paramyxoviridae,Mononegavirales,TRUE,1647244,Monjiviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,KP963817,FALSE,PREDICT_PMV-44,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-44,NA,Paramyxoviridae,Mononegavirales,TRUE,1647244,Monjiviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Artibeus lituratus,KP963850,FALSE,PREDICT_PMV-45,2010,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-45,NA,Paramyxoviridae,Mononegavirales,TRUE,1647245,Monjiviricetes,27634,TRUE,Artibeus lituratus,Artibeus,Phyllostomidae,Chiroptera,Mammalia
Vespertilio sinensis,KP963818,FALSE,PREDICT_PMV-46,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-46,NA,Paramyxoviridae,Mononegavirales,TRUE,1647246,Monjiviricetes,105273,TRUE,Vespertilio sinensis,Vespertilio,Vespertilionidae,Chiroptera,Mammalia
Ia io,KP963819,FALSE,PREDICT_PMV-47,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-47,NA,Paramyxoviridae,Mononegavirales,TRUE,1647247,Monjiviricetes,360967,TRUE,Ia io,Ia,Vespertilionidae,Chiroptera,Mammalia
Ia io,KP963820,FALSE,PREDICT_PMV-47,2013,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-47,NA,Paramyxoviridae,Mononegavirales,TRUE,1647247,Monjiviricetes,360967,TRUE,Ia io,Ia,Vespertilionidae,Chiroptera,Mammalia
Hipposideros larvatus,KP963885,FALSE,PREDICT_PMV-48,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-48,NA,Paramyxoviridae,Mononegavirales,TRUE,1647248,Monjiviricetes,175524,TRUE,Hipposideros larvatus,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Taphozous melanopogon,KP963821,FALSE,PREDICT_PMV-49,2013,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-49,NA,Paramyxoviridae,Mononegavirales,TRUE,1647249,Monjiviricetes,187003,TRUE,Taphozous melanopogon,Taphozous,Emballonuridae,Chiroptera,Mammalia
Taphozous melanopogon,NA,FALSE,PREDICT_PMV-49,2016,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PMV-49,NA,Paramyxoviridae,Mononegavirales,FALSE,NA,NA,187003,TRUE,Taphozous melanopogon,Taphozous,Emballonuridae,Chiroptera,Mammalia
Miniopterus magnater,KP963886,FALSE,PREDICT_PMV-50,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-50,NA,Paramyxoviridae,Mononegavirales,TRUE,1647250,Monjiviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KP963887,FALSE,PREDICT_PMV-51,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PREDICT_PMV-51,NA,Paramyxoviridae,Mononegavirales,TRUE,1647251,Monjiviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Cynopterus brachyotis,MG956847,FALSE,PREDICT_RbdV-13,2013,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_RbdV-13,NA,Rhabdoviridae,Mononegavirales,FALSE,NA,NA,58060,TRUE,Cynopterus brachyotis,Cynopterus,Pteropodidae,Chiroptera,Mammalia
Macaca mulatta,KT599641,FALSE,PREDICT_RbdV-14,2013,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhabdovirus PREDICT_RbdV-14,NA,Rhabdoviridae,Mononegavirales,TRUE,1717210,Monjiviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599640,FALSE,PREDICT_RbdV-15,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhabdovirus PREDICT_RbdV-15,NA,Rhabdoviridae,Mononegavirales,TRUE,1717211,Monjiviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Eidolon helvum,NA,FALSE,Influenza A,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,Articulavirales,TRUE,11320,Insthoviricetes,77214,TRUE,Eidolon helvum,Eidolon,Pteropodidae,Chiroptera,Mammalia
Eidolon helvum,NA,FALSE,Influenza A,2013,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,Articulavirales,TRUE,11320,Insthoviricetes,77214,TRUE,Eidolon helvum,Eidolon,Pteropodidae,Chiroptera,Mammalia
Rattus exulans,MK215210,FALSE,PREDICT_ArenaV-2,2013,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_ArenaV-2,NA,Arenaviridae,Bunyavirales,FALSE,NA,NA,34854,TRUE,Rattus exulans,Rattus,Muridae,Rodentia,Mammalia
Macaca mulatta,NA,FALSE,strain of Human Bocavirus-3,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Primate bocaparvovirus 1,Bocaparvovirus,Parvoviridae,Piccovirales,TRUE,1511871,Quintoviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Mus musculoides,MK326027,FALSE,PREDICT_AdV-73,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-73,NA,Adenoviridae,Rowavirales,TRUE,2711001,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325916,FALSE,PREDICT_AdV-74,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325917,FALSE,PREDICT_AdV-74,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325918,FALSE,PREDICT_AdV-74,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325919,FALSE,PREDICT_AdV-74,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325920,FALSE,PREDICT_AdV-74,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculus,MK325808,FALSE,PREDICT_AdV-74,2009,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-74,NA,Adenoviridae,Rowavirales,TRUE,2711002,Tectiliviricetes,10090,TRUE,Mus musculus,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325911,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325912,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325913,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325915,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325966,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325967,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Mus musculoides,MK325968,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325969,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Mus musculoides,MK325970,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325971,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325972,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325973,FALSE,PREDICT_AdV-75,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325931,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325932,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325933,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325934,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325958,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325959,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325960,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325961,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325962,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325963,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325964,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325974,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Praomys tullbergi,MK325975,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,209869,TRUE,Praomys tullbergi,Praomys,Muridae,Rodentia,Mammalia
Mus musculoides,MK325976,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325977,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK325978,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326003,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326004,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326005,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Hylomyscus sp.,MK326006,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,34857,TRUE,NA,Hylomyscus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326007,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326008,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326009,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326010,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326011,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326012,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326028,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Mus musculoides,MK326029,FALSE,PREDICT_AdV-75,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Adenovirus PREDICT_AdV-75,NA,Adenoviridae,Rowavirales,TRUE,2711003,Tectiliviricetes,60742,TRUE,Mus musculoides,Mus,Muridae,Rodentia,Mammalia
Macaca mulatta,KT599620,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599621,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Macaca mulatta,KT599739,FALSE,strain of Human BK Polyomavirus,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Human polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,TRUE,1891762,Papovaviricetes,9544,TRUE,Macaca mulatta,Macaca,Cercopithecidae,Primates,Mammalia
Rhinolophus landeri,NA,FALSE,PREDICT_PyV-38,2011,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PyV-38,NA,Polyomaviridae,Sepolyvirales,FALSE,NA,NA,519039,TRUE,Rhinolophus landeri,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Lissonycteris angolensis,NA,FALSE,PREDICT_PyV-33,2011,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PyV-33,NA,Polyomaviridae,Sepolyvirales,FALSE,NA,NA,58071,TRUE,Lissonycteris angolensis,Lissonycteris,Pteropodidae,Chiroptera,Mammalia
Hipposideros caffer,NA,FALSE,PREDICT_PyV-29,2010,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PyV-29,NA,Polyomaviridae,Sepolyvirales,FALSE,NA,NA,302402,TRUE,Hipposideros caffer,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Thryonomys swinderianus,MK489411,FALSE,PREDICT_PyV-30,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-30,NA,Polyomaviridae,Sepolyvirales,TRUE,2710903,Papovaviricetes,10169,TRUE,Thryonomys swinderianus,Thryonomys,Thryonomyidae,Rodentia,Mammalia
Rodentia,NA,FALSE,PREDICT_PyV-37,2012,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_PyV-37,NA,Polyomaviridae,Sepolyvirales,FALSE,NA,NA,9989,TRUE,NA,NA,NA,Rodentia,Mammalia
Cricetomys sp.,MK489412,FALSE,PREDICT_PyV-32,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Polyomavirus PREDICT_PyV-32,NA,Polyomaviridae,Sepolyvirales,TRUE,2710904,Papovaviricetes,10084,TRUE,NA,Cricetomys,Nesomyidae,Rodentia,Mammalia
